4.694668011604630E-09,5.622726451881920E-09,6.747787409296250E-09,8.226197425428540E-09,1.004595198958750E-08,1.255731194667850E-08,1.572875412772770E-08,2.060693354917470E-08,2.722616885653320E-08,4.654387936886630E-08,6.385608959650710E-08,4.654387936886630E-08,2.722616885653320E-08,2.060693354917470E-08,1.572875412772770E-08,1.255731194667850E-08,1.004595198958750E-08,8.226197425428540E-09,6.747787409296250E-09,5.622726451881920E-09,4.694668011604630E-09,3.968001697791140E-09,3.360866636051820E-09,2.876265636697810E-09,2.466308996523370E-09,2.134424949016190E-09,1.850121402479450E-09,1.617411613364630E-09,1.415546370113330E-09,1.248849454561120E-09,1.102443816265480E-09,9.806733916394520E-10,8.724253971936250E-10,7.818617086376450E-10,7.004104252163800E-10,6.319377967401410E-10,5.696621312604730E-10,5.171048275731450E-10,4.687908408788930E-10,4.278879796579480E-10,3.899029620022660E-10,3.576642225842690E-10,3.274339506575400E-10,3.017269481118620E-10,2.773983466461830E-10,2.566796463090840E-10,2.368991152244170E-10,2.200359129208900E-10,2.038011635617050E-10,1.899511723282220E-10
3.968001697791140E-09,4.694668011604630E-09,5.622726451881920E-09,6.747787409296250E-09,8.226197425428540E-09,1.004595198958750E-08,1.255731194667850E-08,1.572875412772770E-08,2.060693354917470E-08,2.722616885653320E-08,4.654387936886630E-08,6.385608959650710E-08,4.654387936886630E-08,2.722616885653320E-08,2.060693354917470E-08,1.572875412772770E-08,1.255731194667850E-08,1.004595198958750E-08,8.226197425428540E-09,6.747787409296250E-09,5.622726451881920E-09,4.694668011604630E-09,3.968001697791140E-09,3.360866636051820E-09,2.876265636697810E-09,2.466308996523370E-09,2.134424949016190E-09,1.850121402479450E-09,1.617411613364630E-09,1.415546370113330E-09,1.248849454561120E-09,1.102443816265480E-09,9.806733916394520E-10,8.724253971936250E-10,7.818617086376450E-10,7.004104252163800E-10,6.319377967401410E-10,5.696621312604730E-10,5.171048275731450E-10,4.687908408788930E-10,4.278879796579480E-10,3.899029620022660E-10,3.576642225842690E-10,3.274339506575400E-10,3.017269481118620E-10,2.773983466461830E-10,2.566796463090840E-10,2.368991152244170E-10,2.200359129208900E-10,2.038011635617050E-10
3.360866636051820E-09,3.968001697791140E-09,4.694668011604630E-09,5.622726451881920E-09,6.747787409296250E-09,8.226197425428540E-09,1.004595198958750E-08,1.255731194667850E-08,1.572875412772770E-08,2.060693354917470E-08,2.722616885653320E-08,4.654387936886630E-08,6.385608959650710E-08,4.654387936886630E-08,2.722616885653320E-08,2.060693354917470E-08,1.572875412772770E-08,1.255731194667850E-08,1.004595198958750E-08,8.226197425428540E-09,6.747787409296250E-09,5.622726451881920E-09,4.694668011604630E-09,3.968001697791140E-09,3.360866636051820E-09,2.876265636697810E-09,2.466308996523370E-09,2.134424949016190E-09,1.850121402479450E-09,1.617411613364630E-09,1.415546370113330E-09,1.248849454561120E-09,1.102443816265480E-09,9.806733916394520E-10,8.724253971936250E-10,7.818617086376450E-10,7.004104252163800E-10,6.319377967401410E-10,5.696621312604730E-10,5.171048275731450E-10,4.687908408788930E-10,4.278879796579480E-10,3.899029620022660E-10,3.576642225842690E-10,3.274339506575400E-10,3.017269481118620E-10,2.773983466461830E-10,2.566796463090840E-10,2.368991152244170E-10,2.200359129208900E-10
2.876265636697810E-09,3.360866636051820E-09,3.968001697791140E-09,4.694668011604630E-09,5.622726451881920E-09,6.747787409296250E-09,8.226197425428540E-09,1.004595198958750E-08,1.255731194667850E-08,1.572875412772770E-08,2.060693354917470E-08,2.722616885653320E-08,4.654387936886630E-08,6.385608959650710E-08,4.654387936886630E-08,2.722616885653320E-08,2.060693354917470E-08,1.572875412772770E-08,1.255731194667850E-08,1.004595198958750E-08,8.226197425428540E-09,6.747787409296250E-09,5.622726451881920E-09,4.694668011604630E-09,3.968001697791140E-09,3.360866636051820E-09,2.876265636697810E-09,2.466308996523370E-09,2.134424949016190E-09,1.850121402479450E-09,1.617411613364630E-09,1.415546370113330E-09,1.248849454561120E-09,1.102443816265480E-09,9.806733916394520E-10,8.724253971936250E-10,7.818617086376450E-10,7.004104252163800E-10,6.319377967401410E-10,5.696621312604730E-10,5.171048275731450E-10,4.687908408788930E-10,4.278879796579480E-10,3.899029620022660E-10,3.576642225842690E-10,3.274339506575400E-10,3.017269481118620E-10,2.773983466461830E-10,2.566796463090840E-10,2.368991152244170E-10
2.466308996523370E-09,2.876265636697810E-09,3.360866636051820E-09,3.968001697791140E-09,4.694668011604630E-09,5.622726451881920E-09,6.747787409296250E-09,8.226197425428540E-09,1.004595198958750E-08,1.255731194667850E-08,1.572875412772770E-08,2.060693354917470E-08,2.722616885653320E-08,4.654387936886630E-08,6.385608959650710E-08,4.654387936886630E-08,2.722616885653320E-08,2.060693354917470E-08,1.572875412772770E-08,1.255731194667850E-08,1.004595198958750E-08,8.226197425428540E-09,6.747787409296250E-09,5.622726451881920E-09,4.694668011604630E-09,3.968001697791140E-09,3.360866636051820E-09,2.876265636697810E-09,2.466308996523370E-09,2.134424949016190E-09,1.850121402479450E-09,1.617411613364630E-09,1.415546370113330E-09,1.248849454561120E-09,1.102443816265480E-09,9.806733916394520E-10,8.724253971936250E-10,7.818617086376450E-10,7.004104252163800E-10,6.319377967401410E-10,5.696621312604730E-10,5.171048275731450E-10,4.687908408788930E-10,4.278879796579480E-10,3.899029620022660E-10,3.576642225842690E-10,3.274339506575400E-10,3.017269481118620E-10,2.773983466461830E-10,2.566796463090840E-10
2.134424949016190E-09,2.466308996523370E-09,2.876265636697810E-09,3.360866636051820E-09,3.968001697791140E-09,4.694668011604630E-09,5.622726451881920E-09,6.747787409296250E-09,8.226197425428540E-09,1.004595198958750E-08,1.255731194667850E-08,1.572875412772770E-08,2.060693354917470E-08,2.722616885653320E-08,4.654387936886630E-08,6.385608959650710E-08,4.654387936886630E-08,2.722616885653320E-08,2.060693354917470E-08,1.572875412772770E-08,1.255731194667850E-08,1.004595198958750E-08,8.226197425428540E-09,6.747787409296250E-09,5.622726451881920E-09,4.694668011604630E-09,3.968001697791140E-09,3.360866636051820E-09,2.876265636697810E-09,2.466308996523370E-09,2.134424949016190E-09,1.850121402479450E-09,1.617411613364630E-09,1.415546370113330E-09,1.248849454561120E-09,1.102443816265480E-09,9.806733916394520E-10,8.724253971936250E-10,7.818617086376450E-10,7.004104252163800E-10,6.319377967401410E-10,5.696621312604730E-10,5.171048275731450E-10,4.687908408788930E-10,4.278879796579480E-10,3.899029620022660E-10,3.576642225842690E-10,3.274339506575400E-10,3.017269481118620E-10,2.773983466461830E-10
1.850121402479450E-09,2.134424949016190E-09,2.466308996523370E-09,2.876265636697810E-09,3.360866636051820E-09,3.968001697791140E-09,4.694668011604630E-09,5.622726451881920E-09,6.747787409296250E-09,8.226197425428540E-09,1.004595198958750E-08,1.255731194667850E-08,1.572875412772770E-08,2.060693354917470E-08,2.722616885653320E-08,4.654387936886630E-08,6.385608959650710E-08,4.654387936886630E-08,2.722616885653320E-08,2.060693354917470E-08,1.572875412772770E-08,1.255731194667850E-08,1.004595198958750E-08,8.226197425428540E-09,6.747787409296250E-09,5.622726451881920E-09,4.694668011604630E-09,3.968001697791140E-09,3.360866636051820E-09,2.876265636697810E-09,2.466308996523370E-09,2.134424949016190E-09,1.850121402479450E-09,1.617411613364630E-09,1.415546370113330E-09,1.248849454561120E-09,1.102443816265480E-09,9.806733916394520E-10,8.724253971936250E-10,7.818617086376450E-10,7.004104252163800E-10,6.319377967401410E-10,5.696621312604730E-10,5.171048275731450E-10,4.687908408788930E-10,4.278879796579480E-10,3.899029620022660E-10,3.576642225842690E-10,3.274339506575400E-10,3.017269481118620E-10
1.617411613364630E-09,1.850121402479450E-09,2.134424949016190E-09,2.466308996523370E-09,2.876265636697810E-09,3.360866636051820E-09,3.968001697791140E-09,4.694668011604630E-09,5.622726451881920E-09,6.747787409296250E-09,8.226197425428540E-09,1.004595198958750E-08,1.255731194667850E-08,1.572875412772770E-08,2.060693354917470E-08,2.722616885653320E-08,4.654387936886630E-08,6.385608959650710E-08,4.654387936886630E-08,2.722616885653320E-08,2.060693354917470E-08,1.572875412772770E-08,1.255731194667850E-08,1.004595198958750E-08,8.226197425428540E-09,6.747787409296250E-09,5.622726451881920E-09,4.694668011604630E-09,3.968001697791140E-09,3.360866636051820E-09,2.876265636697810E-09,2.466308996523370E-09,2.134424949016190E-09,1.850121402479450E-09,1.617411613364630E-09,1.415546370113330E-09,1.248849454561120E-09,1.102443816265480E-09,9.806733916394520E-10,8.724253971936250E-10,7.818617086376450E-10,7.004104252163800E-10,6.319377967401410E-10,5.696621312604730E-10,5.171048275731450E-10,4.687908408788930E-10,4.278879796579480E-10,3.899029620022660E-10,3.576642225842690E-10,3.274339506575400E-10
1.415546370113330E-09,1.617411613364630E-09,1.850121402479450E-09,2.134424949016190E-09,2.466308996523370E-09,2.876265636697810E-09,3.360866636051820E-09,3.968001697791140E-09,4.694668011604630E-09,5.622726451881920E-09,6.747787409296250E-09,8.226197425428540E-09,1.004595198958750E-08,1.255731194667850E-08,1.572875412772770E-08,2.060693354917470E-08,2.722616885653320E-08,4.654387936886630E-08,6.385608959650710E-08,4.654387936886630E-08,2.722616885653320E-08,2.060693354917470E-08,1.572875412772770E-08,1.255731194667850E-08,1.004595198958750E-08,8.226197425428540E-09,6.747787409296250E-09,5.622726451881920E-09,4.694668011604630E-09,3.968001697791140E-09,3.360866636051820E-09,2.876265636697810E-09,2.466308996523370E-09,2.134424949016190E-09,1.850121402479450E-09,1.617411613364630E-09,1.415546370113330E-09,1.248849454561120E-09,1.102443816265480E-09,9.806733916394520E-10,8.724253971936250E-10,7.818617086376450E-10,7.004104252163800E-10,6.319377967401410E-10,5.696621312604730E-10,5.171048275731450E-10,4.687908408788930E-10,4.278879796579480E-10,3.899029620022660E-10,3.576642225842690E-10
1.248849454561120E-09,1.415546370113330E-09,1.617411613364630E-09,1.850121402479450E-09,2.134424949016190E-09,2.466308996523370E-09,2.876265636697810E-09,3.360866636051820E-09,3.968001697791140E-09,4.694668011604630E-09,5.622726451881920E-09,6.747787409296250E-09,8.226197425428540E-09,1.004595198958750E-08,1.255731194667850E-08,1.572875412772770E-08,2.060693354917470E-08,2.722616885653320E-08,4.654387936886630E-08,6.385608959650710E-08,4.654387936886630E-08,2.722616885653320E-08,2.060693354917470E-08,1.572875412772770E-08,1.255731194667850E-08,1.004595198958750E-08,8.226197425428540E-09,6.747787409296250E-09,5.622726451881920E-09,4.694668011604630E-09,3.968001697791140E-09,3.360866636051820E-09,2.876265636697810E-09,2.466308996523370E-09,2.134424949016190E-09,1.850121402479450E-09,1.617411613364630E-09,1.415546370113330E-09,1.248849454561120E-09,1.102443816265480E-09,9.806733916394520E-10,8.724253971936250E-10,7.818617086376450E-10,7.004104252163800E-10,6.319377967401410E-10,5.696621312604730E-10,5.171048275731450E-10,4.687908408788930E-10,4.278879796579480E-10,3.899029620022660E-10
1.102443816265480E-09,1.248849454561120E-09,1.415546370113330E-09,1.617411613364630E-09,1.850121402479450E-09,2.134424949016190E-09,2.466308996523370E-09,2.876265636697810E-09,3.360866636051820E-09,3.968001697791140E-09,4.694668011604630E-09,5.622726451881920E-09,6.747787409296250E-09,8.226197425428540E-09,1.004595198958750E-08,1.255731194667850E-08,1.572875412772770E-08,2.060693354917470E-08,2.722616885653320E-08,4.654387936886630E-08,6.385608959650710E-08,4.654387936886630E-08,2.722616885653320E-08,2.060693354917470E-08,1.572875412772770E-08,1.255731194667850E-08,1.004595198958750E-08,8.226197425428540E-09,6.747787409296250E-09,5.622726451881920E-09,4.694668011604630E-09,3.968001697791140E-09,3.360866636051820E-09,2.876265636697810E-09,2.466308996523370E-09,2.134424949016190E-09,1.850121402479450E-09,1.617411613364630E-09,1.415546370113330E-09,1.248849454561120E-09,1.102443816265480E-09,9.806733916394520E-10,8.724253971936250E-10,7.818617086376450E-10,7.004104252163800E-10,6.319377967401410E-10,5.696621312604730E-10,5.171048275731450E-10,4.687908408788930E-10,4.278879796579480E-10
9.806733916394520E-10,1.102443816265480E-09,1.248849454561120E-09,1.415546370113330E-09,1.617411613364630E-09,1.850121402479450E-09,2.134424949016190E-09,2.466308996523370E-09,2.876265636697810E-09,3.360866636051820E-09,3.968001697791140E-09,4.694668011604630E-09,5.622726451881920E-09,6.747787409296250E-09,8.226197425428540E-09,1.004595198958750E-08,1.255731194667850E-08,1.572875412772770E-08,2.060693354917470E-08,2.722616885653320E-08,4.654387936886630E-08,6.385608959650710E-08,4.654387936886630E-08,2.722616885653320E-08,2.060693354917470E-08,1.572875412772770E-08,1.255731194667850E-08,1.004595198958750E-08,8.226197425428540E-09,6.747787409296250E-09,5.622726451881920E-09,4.694668011604630E-09,3.968001697791140E-09,3.360866636051820E-09,2.876265636697810E-09,2.466308996523370E-09,2.134424949016190E-09,1.850121402479450E-09,1.617411613364630E-09,1.415546370113330E-09,1.248849454561120E-09,1.102443816265480E-09,9.806733916394520E-10,8.724253971936250E-10,7.818617086376450E-10,7.004104252163800E-10,6.319377967401410E-10,5.696621312604730E-10,5.171048275731450E-10,4.687908408788930E-10
8.724253971936250E-10,9.806733916394520E-10,1.102443816265480E-09,1.248849454561120E-09,1.415546370113330E-09,1.617411613364630E-09,1.850121402479450E-09,2.134424949016190E-09,2.466308996523370E-09,2.876265636697810E-09,3.360866636051820E-09,3.968001697791140E-09,4.694668011604630E-09,5.622726451881920E-09,6.747787409296250E-09,8.226197425428540E-09,1.004595198958750E-08,1.255731194667850E-08,1.572875412772770E-08,2.060693354917470E-08,2.722616885653320E-08,4.654387936886630E-08,6.385608959650710E-08,4.654387936886630E-08,2.722616885653320E-08,2.060693354917470E-08,1.572875412772770E-08,1.255731194667850E-08,1.004595198958750E-08,8.226197425428540E-09,6.747787409296250E-09,5.622726451881920E-09,4.694668011604630E-09,3.968001697791140E-09,3.360866636051820E-09,2.876265636697810E-09,2.466308996523370E-09,2.134424949016190E-09,1.850121402479450E-09,1.617411613364630E-09,1.415546370113330E-09,1.248849454561120E-09,1.102443816265480E-09,9.806733916394520E-10,8.724253971936250E-10,7.818617086376450E-10,7.004104252163800E-10,6.319377967401410E-10,5.696621312604730E-10,5.171048275731450E-10
7.818617086376450E-10,8.724253971936250E-10,9.806733916394520E-10,1.102443816265480E-09,1.248849454561120E-09,1.415546370113330E-09,1.617411613364630E-09,1.850121402479450E-09,2.134424949016190E-09,2.466308996523370E-09,2.876265636697810E-09,3.360866636051820E-09,3.968001697791140E-09,4.694668011604630E-09,5.622726451881920E-09,6.747787409296250E-09,8.226197425428540E-09,1.004595198958750E-08,1.255731194667850E-08,1.572875412772770E-08,2.060693354917470E-08,2.722616885653320E-08,4.654387936886630E-08,6.385608959650710E-08,4.654387936886630E-08,2.722616885653320E-08,2.060693354917470E-08,1.572875412772770E-08,1.255731194667850E-08,1.004595198958750E-08,8.226197425428540E-09,6.747787409296250E-09,5.622726451881920E-09,4.694668011604630E-09,3.968001697791140E-09,3.360866636051820E-09,2.876265636697810E-09,2.466308996523370E-09,2.134424949016190E-09,1.850121402479450E-09,1.617411613364630E-09,1.415546370113330E-09,1.248849454561120E-09,1.102443816265480E-09,9.806733916394520E-10,8.724253971936250E-10,7.818617086376450E-10,7.004104252163800E-10,6.319377967401410E-10,5.696621312604730E-10
7.004104252163800E-10,7.818617086376450E-10,8.724253971936250E-10,9.806733916394520E-10,1.102443816265480E-09,1.248849454561120E-09,1.415546370113330E-09,1.617411613364630E-09,1.850121402479450E-09,2.134424949016190E-09,2.466308996523370E-09,2.876265636697810E-09,3.360866636051820E-09,3.968001697791140E-09,4.694668011604630E-09,5.622726451881920E-09,6.747787409296250E-09,8.226197425428540E-09,1.004595198958750E-08,1.255731194667850E-08,1.572875412772770E-08,2.060693354917470E-08,2.722616885653320E-08,4.654387936886630E-08,6.385608959650710E-08,4.654387936886630E-08,2.722616885653320E-08,2.060693354917470E-08,1.572875412772770E-08,1.255731194667850E-08,1.004595198958750E-08,8.226197425428540E-09,6.747787409296250E-09,5.622726451881920E-09,4.694668011604630E-09,3.968001697791140E-09,3.360866636051820E-09,2.876265636697810E-09,2.466308996523370E-09,2.134424949016190E-09,1.850121402479450E-09,1.617411613364630E-09,1.415546370113330E-09,1.248849454561120E-09,1.102443816265480E-09,9.806733916394520E-10,8.724253971936250E-10,7.818617086376450E-10,7.004104252163800E-10,6.319377967401410E-10
